service_id_number,service_name_en,service_name_fr,external_internal,service_type,service_description_en,service_description_fr,responsibility_area_en,responsibility_area_fr,authority_en,authority_fr,program_name_en,program_name_fr,program_id_number,service_owner,service_agreements,client_target_groups,cra_business_number,volumes_per_channel_online,volumes_per_channel_telephone,volumes_per_channel_in_person,volumes_per_channel_mail,user_fee,targets_published_en,targets_published_fr,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,interaction_points_online,interaction_points_total,percentage_online,owner_org,owner_org_title
2017-2018-PSPC-020,Facilities Management (formerly Buildings and Facilities Maintenance),Gestion des installations (auparavant Entretien des immeubles et des installations),EI,RP,"As the common service provider for office accommodation, Public Services and Procurement Canada (PSPC) is the custodian of 26% of the federal real property portfolio, providing space to over 250,000 personnel across more than 100 federal departments and agencies. While a significant portion of PSPC services support the provision of office spaces, we also cater to a diverse range of facilities such as labs, heating and cooling plants, bridges, docks, and dams. Whatever the type of facility, our job is to coordinate the physical workspace with the needs of the people who carry out the services that support government programs. From turnkey events and conference management services, simple repairs and routine maintenance, to more complex projects involving specialist real property expertise, our Facility Management Team help bring diverse service lines together for greater efficiencies, reduced costs and optimal productivity. ","En tant que fournisseur de services communs pour les locaux à bureaux, Services publics et Approvisionnement Canada (SPAC) est le gardien de 26 % du portefeuille de biens immobiliers fédéraux, fournissant des espaces de travail à plus de 250 000 employés de plus de 100 ministères et organismes fédéraux. Bien qu’une partie importante des services de SPAC soutiennent la fourniture d’espaces de bureaux, nous nous occupons aussi d’un vaste éventail d’installations telles que des laboratoires, des installations de chauffage et de refroidissement, des ponts, des quais et des barrages. Quel que soit le type d’installation, notre travail consiste à faire correspondre l’espace de travail physique aux besoins des personnes qui fournissent les services qui appuient les programmes gouvernementaux. Qu’il s’agisse d’événements clés en main ou de services de gestion de conférences, de réparations simples, d’entretiens courants, ou encore de projets plus complexes nécessitant l’expertise de spécialistes des biens immobiliers, notre équipe de Gestion des installations permet de regrouper divers secteurs de services pour favoriser les gains d’efficience, une réduction des coûts et un rendement optimal.",PSPC - Real Property Branch (RPB),SPAC – Direction générale des biens immobiliers (DGBI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Federal accommodation,Locaux fédéraux,1.2.1,81,Y,"ES,IG",N,82083,125257,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,0,0,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-021,Events and Conferencing,Événements et conférences,EI,RP,"Public Services and Procurement Canada (PSPC) provides federal departments, agencies, Crown corporations, embassies and high commissions with the required support and services necessary to manage, plan, organize, coordinate and implement events and conferences. The Event and Conference Management Team offers quality event planning and implementation services in both PSPC facilities and other private sector conference space across Canada. Whether you are hosting a high profile international conference or an executive board meeting, our expert staff will help you deliver a successful event","Services publics et Approvisionnement Canada (SPAC) fournit aux ministères, organismes, sociétés d’État, ambassades et hauts-commissariats fédéraux le soutien et les services nécessaires pour gérer, planifier, organiser, coordonner et mettre en œuvre des événements et des conférences. L’équipe de Gestion des événements et des conférences offre des services de planification et de mise en œuvre de qualité dans les installations de SPAC autant que dans d’autres salles de conférence du secteur privé partout au Canada. Que vous soyez l’hôte d’une conférence internationale de haut niveau ou d’une réunion du Comité de direction, notre personnel spécialisé vous aidera à organiser un événement réussi.",PSPC - Real Property Branch (RPB),SPAC – Direction générale des biens immobiliers (DGBI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Federal accommodation,Locaux fédéraux,1.2.1,81,Y,"IG,IO",N,NA,NA,NA,NA,Y,N,N,NA,NA,NA,NA,NA,NA,0,0,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-022,"Architecture, Interior Design and Engineering Services - now a sub-service of Real Property Capital Development","Services d’architecture, d’aménagement intérieur et de génie (maintenant un sous-service de Développement des investissements en biens immobiliers)",EI,RP,"Our integrated multi-disciplinary team of professionals supports all types of real property assets including office, special-purpose buildings, and engineering assets. We provide value-added services for new and existing infrastructures to ensure that projects meet client needs, optimize the government's investment in real property assets and are delivered in compliance with codes and standards. Our specialities include:
•Construction Services and Project Management
•Architecture and Interior Design
•Landscape, Urban, and Sustainable Design
•Mechanical and Electrical Engineering
•Infrastructure Engineering (Transportation, Dams)
•Structural and Seismic Engineering
•Municipal and Geotechnical Engineering
•Water Control Engineering
•Fire Protection Engineering Services
•Commissioning and Re-commissioning Services
•Maintenance Engineering
•Energy Management
•Heritage Conservation Services","Notre équipe multidisciplinaire intégrée de professionnels offre du soutien pour tous les types de biens immobiliers, y compris les immeubles à bureaux, les immeubles à vocation particulière et les ouvrages techniques. Nous offrons des services à valeur ajoutée pour les infrastructures nouvelles et existantes afin de s’assurer que les projets répondent aux besoins des clients, optimisent l’investissement du gouvernement en matière de biens immobiliers et sont exécutés conformément aux codes et aux normes. Nos spécialités comprennent :
• Services de construction et gestion de projets;
• Architecture et design d’intérieur;
• Aménagement paysager et urbain, et conception durable;
• Génie mécanique et électrique;
• Ingénierie des infrastructures (transport, barrages);
• Génie structural et sismique;
• Génie municipal et géotechnique;
• Services d’ingénierie du contrôle de l’eau;
• Services d’ingénierie de protection contre les incendies;
• Services de mise en service et de remise en service;
• Ingénierie d’entretien;
• Gestion de l’énergie;
• Services de conservation du patrimoine.",PSPC - Real Property Branch (RPB),SPAC – Direction générale des biens immobiliers (DGBI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Real Property Services,Services immobiliers,1.2.3,81,Y,IG,N,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,0,0,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-023,"Environmental Services - being re-evaluated as a sub-service of the Environmental, Health & Safety umbrella","Services environnementaux (en cours de réévaluation comme sous-service d’Environnement, santé et sécurité",EI,RP,"Public Services and Procurement Canada (PSPC) provides all federal departments, agencies and Crown corporations with the required support and services necessary to manage portfolios and maintain facilities in a manner that adheres to the safety, health and environmental standards as required by applicable laws, codes, regulations and Sustainable Development Strategy commitments.","Services publics et Approvisionnement Canada (SPPC) fournit à tous les ministères, organismes et sociétés d’État fédéraux le soutien et les services nécessaires pour gérer les portefeuilles et entretenir les installations d’une manière qui respecte les normes de sécurité, de santé et d’environnement, comme l’exigent les lois, les codes, les règlements et les engagements de la Stratégie de développement durable.",PSPC - Real Property Branch (RPB),SPAC – Direction générale des biens immobiliers (DGBI),"Environmental Acts and regulations, Sustainable Development Strategy, Canada Labour Code.","Lois et règlements en matière d’environnement, Stratégie fédérale de développement durable, Code canadien du travail.",Real Property Services,Services immobiliers,1.2.3,81,Y,IG,N,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,0,0,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-024,Payment in Lieu of Taxes,Paiements en remplacement d’impôts,EI,RP,Public Services and Procurement Canada (PSPC) on behalf of the Government of Canada makes discretionary payments in lieu of taxes (PILT) to municipalities and provincial governments to pay its fair share in costs to local governments for federal properties located in their jurisdiction. PSPC also makes presentations before the Dispute Advisory Panel when the taxing authority in disagreement with the PILT payment they received.,"Services publics et Approvisionnement Canada (SPAC) effectue à sa discrétion, au nom du gouvernement du Canada, des paiements versés en remplacement d’impôts (PERI) à l’intention des municipalités et des gouvernements provinciaux afin de faire sa juste part en contribuant aux coûts engagés par les administrations municipales pour les biens fédéraux situés sur leur territoire. SPAC fait aussi des présentations à l’intention du Comité consultatif sur le règlement des différends lorsque l’autorité taxatrice n’est pas satisfaite du PERI qui lui a été versé.",PSPC - Real Property Branch (RPB),SPAC – Direction générale des biens immobiliers (DGBI),Payment in Lieu of Taxes Act,Loi sur les paiements versés en remplacement d’impôts,Payment in Lieu of Taxes,Paiements en remplacement d’impôts,1.2.4,81,Y,IG,N,NA,NA,NA,NA,N,N,N,Y,Y,Y,NA,Y,NA,4,4,100,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-026,Real Property Advisory Services,Services consultatifs en immobilier,EI,RP,"Our real property advisory services allow clients to make informed decisions through a better understanding of complex real property issues. We offer operational advice that identifies opportunities for increased efficiencies, financial advice to help plan for future growth and development, and strategic guidance to align a client's real property strategy with their program objectives.",Nos services consultatifs en matière de biens immobiliers permettent aux clients de prendre des décisions éclairées grâce à une meilleure compréhension des questions complexes touchant les biens immobiliers. Nous leur donnons des conseils de nature opérationnelle pour leur montrer où il est possible de réaliser des gains d’efficience; des conseils financiers pour les aider à prévoir la croissance et le développement futurs; et des conseils stratégiques pour qu’ils puissent harmoniser leur stratégie immobilière avec les objectifs de leurs programmes.,PSPC - Real Property Branch (RPB),SPAC – Direction générale des biens immobiliers (DGBI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Real Property Services,Services immobiliers,1.2.3,81,Y,IG,N,NA,NA,NA,NA,Y,N,N,NA,NA,NA,NA,NA,NA,0,0,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-027,"Translation: Official Languages, Aboriginal Languages and Multilingual","Traduction – langues officielles, langues autochtones et services multilingues",IN,COM,"To provide translation services in both official languages, in Canada's Aboriginal languages and in over 100 foreign languages.","Fournir des services de traduction dans les deux langues officielles, les langues autochtones du Canada et plus d’une centaine de langues étrangères.",PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Translation and Other Linguistic Services ,Traduction et autres services linguistiques,1.6.2,81,Y,IG,N,176442,NA,NA,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,Y,Y,Y,Y,Y,Y,6,6,100,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-028,"Revision: Official Languages, Aboriginal Languages and Multilingual","Révision – langues officielles, langues autochtones et services multilingues",IN,COM,"To offer revision services, including professional evaluation and quality assurance.","Offrir des services de révision, y compris l’évaluation professionnelle et l’assurance de la qualité.",PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Translation and Other Linguistic Services ,Traduction et autres services linguistiques,1.6.2,81,Y,IG,N,11432,NA,NA,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,Y,Y,Y,Y,Y,Y,6,6,100,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-029,On-site Translator,Traducteur/traductrice sur place,IN,COM,To provide the services of a translator to work on-site with a client.,"Offrir les services d’un traducteur ou d’une traductrice sur place, chez un client.",PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Translation and Other Linguistic Services ,Traduction et autres services linguistiques,1.6.2,81,Y,IG,N,NA,161,NA,NA,N,N,N,Y,Y,N,NA,NA,N,2,4,50,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-030,Service to Parliament - Interpretation ,Services au Parlement – interprétation,IN,COM,To provide interpretation services to Parliament,Fournir des services d’interprétation au Parlement.,PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Translation and Interpretation to Parliament,Traduction et interprétation au Parlement,1.6.3,81,Y,IG,N,NA,NA,5763,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,N,N,N,NA,NA,N,0,4,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-031,Service to Parliament - Closed Captioning ,Services au Parlement – sous-titrage,IN,COM,To provide closed captioning services to Parliament,Fournir des services de sous-titrage au Parlement.,PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Translation and Interpretation to Parliament,Traduction et interprétation au Parlement,1.6.3,81,Y,IG,N,NA,NA,4556,NA,N, http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html, http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,N,N,N,NA,NA,N,0,4,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-032,Interpretation,Interprétation,IN,COM,"Interpretation:  
• Conference interpretation: to provide interpretation in official languages, in Canada's Aboriginal languages and in Foreign languages at events such as international summits; bilateral or multilateral discussions between heads of state/government; intra- or inter-departmental conferences; meetings between federal ministers and their provincial or territorial counterparts.","Services d’interprétation :
• Interprétation de conférences – Fournir des services d’interprétation en langues officielles, en langues autochtones du Canada et en langues étrangères à des événements comme des sommets internationaux, des échanges bilatéraux ou multilatéraux entre chefs d’État ou de gouvernements, des conférences ministérielles ou interministérielles, ou encore des rencontres entre les ministres fédéraux et leurs homologues provinciaux ou territoriaux.",PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Conference Interpretation ,Interprétation de conférences,1.6.4,81,Y,IG,N,NA,NA,6988,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,N,N,N,NA,NA,N,0,4,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-033,Visual Interpretation,Interprétation visuelle ,IN,COM,"
Visual interpretation: to provide deaf, or hard of hearing federal public servants with the following interpretation services:
- Langue des signes québécoise (LSQ) 
- American Sign Language (ASL) 
- English and French oral (lip-reading) interpreting 
- Deaf-blind intervenor (tactile interpreting) ","Interprétation visuelle – Fournir les services d’interprétation suivants aux fonctionnaires fédéraux sourds ou malentendants : 
- langue des signes québécoise (LSQ);
- American Sign Language (ASL);
- interprétation orale en français et en anglais (lecture sur les lèvres);
- interprétation tactile (intervenant pour les personnes sourdes et aveugles).",PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Conference Interpretation ,Interprétation de conférences,1.6.4,81,Y,IG,N,NA,NA,9704,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,N,N,N,NA,NA,N,0,4,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-034,Terminology Standardization,Normalisation terminologique,IN,COM,"To standardize and disseminate terminology through committee work, the development of terminology bulletins, the processing of term search requests and the enrichment of TERMIUM Plus®","Normaliser et communiquer la terminologie dans le cadre des travaux de comité et par l’élaboration et la transmission de bulletins de terminologie, le traitement de demandes de recherches terminologiques et l’enrichissement de TERMIUM Plus®.",PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Terminology Standardization Program ,Programme de normalisation terminologique,1.6.1,81,Y,IG,N,1950,NA,NA,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2016-2017/page-8-fra.html,Y,Y,N,N,N,N,2,6,33,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-035,After-Hours Emergency Service,Service d’urgence après les heures,IN,COM,To provide translation services outside the Bureau’s regular office hours for unexpected urgent requests.,Fournir des services de traduction hors des heures normales de travail pour les demandes urgentes imprévues.,PSPC - Translation Bureau (TB),SPAC – Bureau de la traduction (BT),"Department of Public Works and Government Services Act, Translation Bureau Act","Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur le Bureau de la traduction.",Translation and Other Linguistic Services ,Traduction et autres services linguistiques,1.6.2,81,Y,IG,N,NA,1325,NA,NA,N,N,N,Y,Y,N,N,N,Y,3,6,50,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-036,"Contract Security (Company Registration, Personal Security Screening, Call Centre)","Sécurité des contrats (inscription d’entreprises, filtrage de sécurité du personnel, centre d’appels)",EI,REG,"The Contract Security Program contributes to the government's national security agenda and safeguards Canadian and foreign governments' sensitive information and assets entrusted to private sector companies or individuals when under government contract. In this context, it is responsible for evaluating and granting security clearance requests from industry. The program negotiates, concludes and administers international industrial arrangements between foreign governments and PWGSC to open new markets to Canadian industries in the domain of classified information and assets.","Le Programme de sécurité des contrats contribue au programme de sécurité nationale du gouvernement et protège les renseignements et les biens de nature délicate du gouvernement du Canada et des gouvernements étrangers confiés à des entreprises du secteur privé ou à des personnes qui ont conclu un marché avec le gouvernement. Dans ce contexte, le programme est chargé d’évaluer les demandes d’habilitation de sécurité de l’industrie et de les approuver. Il négocie, conclut et gère des ententes industrielles internationales entre les gouvernements étrangers et TPSGC pour ouvrir de nouveaux marchés aux industries canadiennes pour ce qui est des renseignements et des biens classifiés.",PSPC - Departmental Oversight Branch (DOB),SPAC – Direction générale de la surveillance (DGS),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Contract Security,Sécurité des contrats,1.4.1,81,Y,"ES,IG",N,162485,58655,NA,28454,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-fra.html,N,Y,Y,N,N,N,2,6,33,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-037,Integrity Database Services,Services de base de données sur l’intégrité,EI,REG,The government-wide Integrity Regime for real property and procurement transactions ensures that the government does business with ethical suppliers in Canada and abroad.  The Integrity Database Services is responsible for  the integrity verification checks on suppliers for all government departments. This enables government departments  to cease business or refuse to do business with companies and individuals that are convicted of listed offences related to unethical business conduct. ,"Le Régime d’intégrité du gouvernement, qui concerne les opérations immobilières et d’approvisionnement, permet de veiller à ce que le gouvernement fasse affaire avec des fournisseurs éthiques au Canada et à l’étranger. Les Services de base de données sur l’intégrité sont responsables de la vérification de l’intégrité des fournisseurs de tous les ministères et organismes. Cela permet à ces derniers de cesser ou de refuser de traiter avec des particuliers ou des entreprises qui ont été déclarés coupables d’infractions répertoriées pour un comportement commercial contraire à l’éthique.",PSPC - DOB,SPAC – Direction générale de la surveillance (DGS),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Integrity Framework,Cadre d’intégrité,1.4.4,81,Y,IG,N,22924,NA,NA,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-fra.html,Y,Y,Y,Y,Y,Y,6,6,100,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-038,"Controlled Goods (Company Registration, Security Assessments, Exemption Applications for Visitors and Temporary Workers)","Marchandises contrôlées (inscription d’entreprises, évaluations de sécurité, demandes d’exemption pour les visiteurs et les travailleurs temporaires)",EX,REG,"The Controlled Goods Program, through the registration and inspection of private sector individuals and companies possessing, examining or transferring controlled goods, mitigates the risk of proliferation of tactical and strategic assets, helps strengthen Canada's defence trade controls, and supports Canada's domestic and international security interests.","Le Programme de marchandises contrôlées, par l’inscription et l’inspection de particuliers et d’entreprises du secteur privé qui possèdent, examinent ou transfèrent des marchandises contrôlées, atténue le risque de prolifération de biens tactiques et stratégiques, renforce les contrôles du commerce de défense du Canada et défend les intérêts du Canada en matière de sécurité à l’échelle nationale et internationale.",PSPC - DOB,SPAC – Direction générale de la surveillance (DGS),Department of Public Works and Government Services Act; Defence Production Act; and Controlled Goods Regulations,"Loi sur le ministère des Travaux publics et des Services gouvernementaux, Loi sur la production de défense, Règlement sur les marchandises contrôlées.",Controlled Goods,Marchandises contrôlées,1.4.2,81,Y,ES,N,2897,1046,NA,507,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-fra.html,N,N,N,N,N,N,0,6,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-039,Fairness Monitoring Services,Services de surveillance de l’équité,IN,AD,"The Fairness Monitoring (FM) Program provides management, client departments, government suppliers, Parliament and Canadians with independent assurance that Public Works and Government Services Canada's (PWGSC) activities are conducted in a fair, open and transparent manner.","Le Programme de surveillance de l’équité donne à la direction, aux ministères et organismes clients, aux fournisseurs du gouvernement, au Parlement et à la population canadienne l’assurance indépendante que les activités de Travaux publics et Services gouvernementaux Canada (TPSGC) sont menées de façon équitable, ouverte et transparente.",PSPC - DOB,SPAC – Direction générale de la surveillance (DGS),Access to Information Act and section 7 of the Privacy Act; Department of Public Works and Government Services Act,"Loi sur l’accès à l’information; Loi sur la protection des renseignements personnels, article 7; Loi sur le ministère des Travaux publics et des Services gouvernementaux.",Fairness Monitoriing and Business Dispute Management,Surveillance de l’équité et gestion des conflits d’ordre commercial,1.4.5,81,Y,IG,N,0,0,0,26,N,N,N,N,N,N,N,N,N,0,6,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-040,Business Dispute Management Services,Services de gestion des conflits d’ordre commercial,EI,AD,"The Business Dispute Management (BDM) program at Public Works and Government Services Canada (PWGSC) is a neutral and confidential resource for contractors, other government departments, and PWGSC employees when they experience difficulties with a contract where PWGSC is the contracting authority.","Le Programme de gestion des conflits d’ordre commercial de Travaux publics et Services gouvernementaux Canada (TPSGC) est une ressource neutre et confidentielle pour les entrepreneurs, les autres ministères et organismes fédéraux et les employés de TPSGC qui éprouvent des difficultés relativement à un contrat pour lequel SPAC est l’autorité contractante.",PSPC - DOB,SPAC – Direction générale de la surveillance (DGS),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Fairness Monitoriing and Business Dispute Management,Surveillance de l’équité et gestion des conflits d’ordre commercial,1.4.5,81,N,"ES,IG",N,0,55,0,36,N,N,N,N,N,N,N,N,N,0,6,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-041,Shared Human Resources Services,Services partagés en ressources humaines,IN,HR,Shared Human Resources Services (SHRS) provides Human Resources (HR) and Compensation services to Government of Canada departments and agencies as required. ,"Les Services partagés en ressources humaines (SPRH) fournissent des services de ressources humaines et des services de paye aux ministères et organismes du gouvernement du Canada, selon leurs besoins.",PSPC - Integrated Services Branch (ISB),SPAC – Direction générale des services intégrés (DGSI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Government of Canada Administrative Services Sub-Program,Sous-programme des Services administratifs du gouvernement du Canada,1.7.14,81,Y,IG,N,NA,NA,NA,NA,Y,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-fra.html,N,N,N,N,N,N,0,6,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-042,Integrated Financial and Materiel Management Systems,Système intégré de gestion des finances et du matériel,IN,FIN,"Integrated Financial and Materiel Management Systems (IFMS): the largest government-wide Enterprise Resource Planning system for financial/materiel management. IFMS is an integrated management system combining finance, materiel management, assets, salary management, project management and many more functionalities. SSI supports the IFMS cluster which plans, builds and implements the solution for common application by cluster members and ensures it aligns with the GC transformation agenda.","Le Système intégré des finances et du matériel (SIFM) est le plus important système pangouvernemental de planification des ressources pour la gestion des finances et du matériel. Il s’agit d’un système intégré de gestion des finances, du matériel, des biens, des salaires et des projets, qui offre de nombreuses autres fonctionnalités. Le Secteur de l’intégration des services partagés (ISP) soutient le regroupement du SIFM, qui s’occupe de planifier, de développer et de déployer la solution pour une application commune par les membres du groupe, et en assure la conformité avec le programme de transformation du gouvernement du Canada.",PSPC - ISB,SPAC – Direction générale des services intégrés (DGSI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Government of Canada Administration Services Sub-Program,Sous-programme des Services administratifs du gouvernement du Canada,1.7.14,81,Y,IG,N,NA,NA,NA,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-fra.html,N,N,N,N,N,N,0,6,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
2017-2018-PSPC-043,FreeBalance,FreeBalance,IN,FIN,"FreeBalance is an Integrated Financial Management Information System and is one of the government's approved common shared financial management systems used by small- to medium- sized departments and agencies. SSI supports the FreeBalance cluster which plans, builds and implements the solution for common application by cluster members and ensures it aligns with the GC transformation agenda.","FreeBalance est un système d’information intégré pour la gestion financière, qui est l’un des systèmes de gestion financière communs approuvés du gouvernement qui est utilisé par les ministères et les organismes de petite et de moyenne taille. Le Secteur de l’intégration des services partagés (ISP) soutient le regroupement du SIFM, qui s’occupe de planifier, de développer et de déployer la solution pour une application commune par les membres du groupe, et en assure la conformité avec le programme de transformation du gouvernement du Canada.",PSPC - ISB,SPAC – Direction générale des services intégrés (DGSI),Department of Public Works and Government Services Act,Loi sur le ministère des Travaux publics et des Services gouvernementaux,Government of Canada Administrative Services Sub-Program,Sous-programme des Services administratifs du gouvernement du Canada,1.7.14,81,Y,IG,N,NA,NA,NA,NA,N,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-eng.html,http://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/rapports-reports/page-6-fra.html,N,N,N,N,N,N,0,6,0,pwgsc-tpsgc,Public Services and Procurement Canada | Services publics et Approvisionnement Canada
